		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000111101    7    3    4    0    1    4    4    1 16.369571 0.037386 SUCCESS  28
000111111    3    0    3    1    1    5    0    1 10.656685 0.221921 SUCCESS  29
001000011    7    4    2    3    3    2    4    2 11.474230 0.176249 SUCCESS  30
001000101    3    2    5    1    4    2    4    6 11.474230 0.176249 SUCCESS  31
001000111    2    0    3    0    0    2    0    2 10.342245 0.241822 SUCCESS  32
001001011    1    1    4    2    1    2    0    1  7.141573 0.521438 SUCCESS  33
001001101    2    3    1    0    4    1    2    2  5.635568 0.687978 SUCCESS  34
001001111    2    2    1    3    4    0    0    2  7.267349 0.508082 SUCCESS  35
001010011    3    1    2    1    2    2    3    2  2.309120 0.970039 SUCCESS  36
001010101    1    1    5    3    4    2    4    2  6.923119 0.544950 SUCCESS  37
001010111    2    2    4    2    5    2    2    2  4.318229 0.827331 SUCCESS  38
001011011    2    2    2    0    3    1    1    4  5.635568 0.687978 SUCCESS  39
001011101    4    3    2    4    2    4    2    3  3.659559 0.886460 SUCCESS  40
001011111    3    3    2    3    4    4    3    4  3.785335 0.875953 SUCCESS  41
001100101    2    2    4    2    4    1    3    3  3.470895 0.901437 SUCCESS  42
001100111    2    2    3    4    7    2    5    2 13.168899 0.106169 SUCCESS  43
001101011    5    2    1    2    1    1    2    4  6.671567 0.572447 SUCCESS  44
001101101    2    2    0    2    6    0    2    6 16.118019 0.040722 SUCCESS  45
001101111    0    3    0    4    0    2    3    2  8.962017 0.345510 SUCCESS  46
001110101    1    2    4    2    1    2    2    4  4.129564 0.845248 SUCCESS  47
001110111    4    3    0    3    2    2    2    2  4.129564 0.845248 SUCCESS  48
001111011    2    2    2    2    3    2    1    0  3.878012 0.867958 SUCCESS  49
001111101    2    2    2    2    3    4    2    2  1.650450 0.989919 SUCCESS  50
001111111    1    0    1    5    3    1    1    1  9.746463 0.283274 SUCCESS  51
010000011    4    4    1    2    2    4    0    2  6.734455 0.565535 SUCCESS  52
010000111    4    3    4    0    4    2    0    2  8.429123 0.392713 SUCCESS  53
010001011    4    2    4    3    2    1    2    4  4.381117 0.821206 SUCCESS  54
010001111    2    0    3    1    0    5    3    1  9.872239 0.274108 SUCCESS  55
010010011    0    2    2    1    3    3    3    3  4.066676 0.851058 SUCCESS  56
010010111    2    5    1    2    1    4    2    1  6.671567 0.572447 SUCCESS  57
010011011    2    1    0    4    3    1    2    4  6.608679 0.579380 SUCCESS  58
010011111    0    2    0    5    6    0    0    1 19.130027 0.014180 SUCCESS  59
010100011    1    2    2    1    4    7    5    2 14.674903 0.065784 SUCCESS  60
010100111    4    1    2    1    4    2    1    1  5.698457 0.680967 SUCCESS  61
010101011    1    1    4    3    2    3    5    3  6.075785 0.638743 SUCCESS  62
010101111    2    3    6    2    4    4    2    3  8.022006 0.431323 SUCCESS  63
010110011    1    3    2    5    1    2    5    2  7.707565 0.462545 SUCCESS  64
010110111    3    2    4    2    2    1    1    3  3.282230 0.915418 SUCCESS  65
010111011    3    2    2    3    1    1    2    1  3.093566 0.928349 SUCCESS  66
010111111    3    3    4    3    3    4    2    6  8.147782 0.419169 SUCCESS  67
011000111    4    2    2    1    2    6    6    4 14.016233 0.081343 SUCCESS  68
011001111    2    1    1    3    5    2    4    0  8.366235 0.398537 SUCCESS  69
011010111    1    4    2    2    1    2    3    2  3.219342 0.919848 SUCCESS  70
011011111    0    3    1    2    0    0    3    1  9.557799 0.297443 SUCCESS  71
011101111    2    3    2    4    1    3    1    2  3.282230 0.915418 SUCCESS  72
011111111    0    1    2    6    4    1    1    2 11.692684 0.165451 SUCCESS  73
100000000    4    2    4    3    3    2    0    1  5.887121 0.659874 SUCCESS  74
100010000    3    2    2    4    3    2    2    2  1.713338 0.988575 SUCCESS  75
100100000    3    3    4    3    0    3    1    2  5.039787 0.753315 SUCCESS  76
100101000    1    3    1    1    3    4    0    4  7.456013 0.488323 SUCCESS  77
100110000    0    3    2    1    4    2    4    3  5.887121 0.659874 SUCCESS  78
100111000    4    3    3    2    5    0    1    2  7.644677 0.468925 SUCCESS  79
101000000    1    2    5    1    3    4    1    3  6.797343 0.558648 SUCCESS  80
101000100    4    2    2    6    1    2    5    3 10.501120 0.231599 SUCCESS  81
101001000    4    3    4    2    3    2    3    3  2.812225 0.945583 SUCCESS  82
101001100    3    1    3    3    6    3    2    3  7.048895 0.531367 SUCCESS  83
101010000    3    2    3    0    3    1    1    0  7.204461 0.514742 SUCCESS  84
101010100    5    2    1    3    3    4    2    2  5.228451 0.732903 SUCCESS  85
101011000    3    5    4    2    1    3    4    5  8.932228 0.348045 SUCCESS  86
101011100    2    0    3    1    4    2    3    1  5.698457 0.680967 SUCCESS  87
101100000    4    2    3    3    3    3    2    3  1.902002 0.983870 SUCCESS  88
101100100    5    3    1    1    2    2    2    2  4.976899 0.760042 SUCCESS  89
101101000    3    6    6    2    1    1    2    1 13.701792 0.089877 SUCCESS  90
101101100    3    2    1    1    5    1    3    4  6.797343 0.558648 SUCCESS  91
101110000    2    2    3    2    1    3    5    3  4.318229 0.827331 SUCCESS  92
101110100    2    3    2    3    2    3    2    4  1.776226 0.987120 SUCCESS  93
101111000    2    9    4    0    2    1    1    1 24.591360 0.001823 FAILURE  94
101111100    0    1    2    3    1    1    2    2  5.446904 0.708915 SUCCESS  95
110000000    4    4    1    0    2    3    0    2  8.240459 0.410341 SUCCESS  96
110000010    5    1    4    3    4    2    4    5  9.842450 0.276259 SUCCESS  97
110000100    2    0    2    2    1    2    2    1  4.599570 0.799391 SUCCESS  98
110001000    1    2    4    0    3    1    1    1  7.204461 0.514742 SUCCESS  99
110001010    0    3    1    1    3    3    2    2  4.788234 0.779952 SUCCESS 100
110010000    3    4    3    5    0    3    3    2  6.986007 0.538143 SUCCESS 101
110010010    4    0    3    3    3    1    4    2  5.950009 0.652832 SUCCESS 102
110010100    2    4    1    2    4    5    2    3  6.138673 0.631702 SUCCESS 103
110011000    1    3    3    1    3    2    4    1  4.129564 0.845248 SUCCESS 104
110011010    3    2    2    4    0    4    6    1 11.159790 0.192809 SUCCESS 105
110100000    3    3    6    0    2    4    0    3 11.944236 0.153709 SUCCESS 106
110100010    5    1    2    5    1    6    2    4 13.953345 0.082990 SUCCESS 107
110100100    2    3    2    1    5    1    2    5  7.707565 0.462545 SUCCESS 108
110101000    1    1    3    2    3    2    3    1  3.156454 0.924159 SUCCESS 109
110101010    5    2    0    3    1    5    3    3  9.465122 0.304589 SUCCESS 110
110101100    3    5    3    4    1    2    3    3  5.354227 0.719131 SUCCESS 111
110110000    2    1    2    4    3    4    2    1  4.192453 0.839356 SUCCESS 112
110110010    5    6    1    1    3    2    2    1 11.096902 0.196269 SUCCESS 113
110110100    4    2    1    2    2    2    1    2  3.156454 0.924159 SUCCESS 114
110111000    3    0    2    2    2    1    2    4  4.851122 0.773363 SUCCESS 115
110111010    2    5    0    2    1    2    1    2  7.330237 0.501457 SUCCESS 116
110111100    2    3    3    1    0    1    3    4  5.761345 0.673945 SUCCESS 117
111000000    3    6    1    0    1    5    1    1 14.297574 0.074331 SUCCESS 118
111000010    2    1    3    1    2    2    2    2  2.246232 0.972517 SUCCESS 119
111000100    2    2    3    1    4    1    1    0  6.420015 0.600293 SUCCESS 120
111000110    3    0    0    3    4    1    1    1  8.899129 0.350877 SUCCESS 121
111001000    2    2    3    3    0    2    5    2  5.887121 0.659874 SUCCESS 122
111001010    1    4    2    2    4    2    2    2  3.345118 0.910872 SUCCESS 123
111001100    2    4    4    0    4    2    1    2  6.734455 0.565535 SUCCESS 124
111010000    3    1    4    1    3    3    4    3  4.381117 0.821206 SUCCESS 125
111010010    0    4    2    2    4    2    2    3  5.039787 0.753315 SUCCESS 126
111010100    2    2    2    2    4    3    1    2  2.434896 0.964698 SUCCESS 127
111010110    0    5    5    5    0    1    2    4 15.396461 0.051880 SUCCESS 128
111011000    1    2    2    3    1    3    1    1  3.878012 0.867958 SUCCESS 129
111011010    4    1    2    3    3    2    2    1  3.282230 0.915418 SUCCESS 130
111011100    4    0    1    4    2    0    2    1  8.962017 0.345510 SUCCESS 131
111100000    3    3    3    1    2    3    0    1  4.851122 0.773363 SUCCESS 132
111100010    2    6    4    0    2    2    1    2 10.123792 0.256445 SUCCESS 133
111100100    4    2    3    2    0    1    6    1 10.971126 0.203341 SUCCESS 134
111100110    2    2    1    1    2    0    4    2  5.572680 0.694975 SUCCESS 135
111101000    2    2    2    4    3    3    2    3  1.776226 0.987120 SUCCESS 136
111101010    4    0    2    3    4    6    2    3 10.438232 0.235604 SUCCESS 137
111101100    1    2    1    4    2    3    1    1  4.788234 0.779952 SUCCESS 138
111101110    2    2    1    3    2    3    1    1  3.093566 0.928349 SUCCESS 139
111110000    1    1    5    2    1    4    0    1  9.872239 0.274108 SUCCESS 140
111110010    2    2    0    5    2    1    6    3 11.944236 0.153709 SUCCESS 141
111110100    0    2    2    3    4    4    3    1  5.887121 0.659874 SUCCESS 142
111110110    1    1    2    4    1    5    2    0  9.087793 0.334944 SUCCESS 143
111111000    3    1    3    2    1    3    0    2  4.788234 0.779952 SUCCESS 144
111111010    1    1    3    5    4    3    0    2  8.429123 0.392713 SUCCESS 145
111111100    1    2    2    4    2    1    2    4  4.129564 0.845248 SUCCESS 146
111111110    0    1    2    6    4    1    1    2 11.692684 0.165451 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    2    2    3    1    3    4    2    1  3.282230 0.915418 SUCCESS   0
000000011    4    1    2    2    1    3    2    2  3.219342 0.919848 SUCCESS   1
000000101    2    4    3    3    3    0    1    1  5.761345 0.673945 SUCCESS   2
000000111    7    1    3    3    4    4    3    1 13.106011 0.108254 SUCCESS   3
000001001    3    2    2    5    3    4    5    3  7.237560 0.511232 SUCCESS   4
000001011    1    4    3    2    5    0    1    2  8.366235 0.398537 SUCCESS   5
000001101    2    3    3    2    5    3    2    3  3.596671 0.891559 SUCCESS   6
000001111    4    2    1    3    3    3    1    6  8.680676 0.369946 SUCCESS   7
000010001    4    3    2    0    1    2    7    2 13.638904 0.091676 SUCCESS   8
000010011    3    1    4    2    3    4    2    3  3.533783 0.896552 SUCCESS   9
000010101    4    3    1    1    2    3    2    3  3.345118 0.910872 SUCCESS  10
000010111    2    3    3    1    4    2    0    4  5.887121 0.659874 SUCCESS  11
000011001    2    1    4    2    3    3    3    2  2.560672 0.958842 SUCCESS  12
000011011    1    2    4    3    3    3    7    1 12.132900 0.145372 SUCCESS  13
000011101    2    4    5    5    6    4    1    1 14.926455 0.060591 SUCCESS  14
000011111    2    1    0    3    4    5    3    3  7.707565 0.462545 SUCCESS  15
000100011    5    1    3    1    1    2    3    3  5.887121 0.659874 SUCCESS  16
000100101    1    3    2    3    4    1    4    2  4.255341 0.833382 SUCCESS  17
000100111    2    3    2    3    3    4    6    3  7.174672 0.517910 SUCCESS  18
000101001    4    1    4    2    0    0    3    4  9.213569 0.324601 SUCCESS  19
000101011    4    1    0    1    3    2    2    3  5.698457 0.680967 SUCCESS  20
000101101    2    6    0    4    3    1    2    2 10.186680 0.252167 SUCCESS  21
000101111    4    0    3    3    4    0    0    3  9.998015 0.265165 SUCCESS  22
000110011    3    1    4    1    4    3    3    1  5.102675 0.746548 SUCCESS  23
000110101    2    3    4    3    1    2    2    1  3.282230 0.915418 SUCCESS  24
000110111    1    1    2    4    3    2    5    1  6.734455 0.565535 SUCCESS  25
000111001    5    0    3    0    3    0    5    1 14.234686 0.075850 SUCCESS  26
000111011    2    7    2    6    2    2    2    2 14.737791 0.064449 SUCCESS  27
000111101    1    3    1    2    3    3    1    6  8.492011 0.386941 SUCCESS  28
000111111    2    0    1    1    5    3    1    3  8.240459 0.410341 SUCCESS  29
001000011    0    4    6    1    3    4    5    1 14.674903 0.065784 SUCCESS  30
001000101    1    2    2    3    3    3    4    3  2.623560 0.955720 SUCCESS  31
001000111    1    2    2    8    2    1    3    4 16.306683 0.038195 SUCCESS  32
001001011    6    5    2    2    4    2    4    3 10.689784 0.219903 SUCCESS  33
001001101    4    3    2    1    2    2    1    6  8.554899 0.381222 SUCCESS  34
001001111    2    4    4    1    3    4    8    3 17.531345 0.025028 SUCCESS  35
001010011    4    2    3    1    0    3    3    3  5.039787 0.753315 SUCCESS  36
001010101    4    2    2    4    0    3    2    1  5.824233 0.666913 SUCCESS  37
001010111    3    3    1    1    2    2    1    3  3.156454 0.924159 SUCCESS  38
001011011    2    4    1    3    1    3    0    3  5.761345 0.673945 SUCCESS  39
001011101    4    7    4    1    2    5    2    3 14.926455 0.060591 SUCCESS  40
001011111    4    2    2    2    3    1    2    5  5.165563 0.739743 SUCCESS  41
001100101    2    1    6    0    2    1    1    3 10.782461 0.214332 SUCCESS  42
001100111    4    0    2    3    2    7    4    1 14.612015 0.067143 SUCCESS  43
001101011    1    2    2    1    4    0    1    1  7.141573 0.521438 SUCCESS  44
001101101    0    4    2    1    3    3    3    4  5.950009 0.652832 SUCCESS  45
001101111    3    1    3    1    3    1    2    5  5.887121 0.659874 SUCCESS  46
001110101    0    4    4    2    2    1    1    1  7.330237 0.501457 SUCCESS  47
001110111    2    5    3    4    3    4    1    3  6.264449 0.617636 SUCCESS  48
001111011    1    3    0    1    1    2    3    6 10.845349 0.210617 SUCCESS  49
001111101    3    1    2    2    2    4    3    1  3.282230 0.915418 SUCCESS  50
001111111    0    0    4    1    4    2    3    2  8.240459 0.410341 SUCCESS  51
010000011    2    4    1    3    5    0    1    4  9.339345 0.314483 SUCCESS  52
010000111    2    4    4    3    3    3    4    0  6.138673 0.631702 SUCCESS  53
010001011    3    5    2    5    2    4    3    4  8.147782 0.419169 SUCCESS  54
010001111    2    1    1    3    5    4    2    2  5.950009 0.652832 SUCCESS  55
010010011    3    4    5    2    2    4    2    4  6.327337 0.610616 SUCCESS  56
010010111    5    4    1    2    2    2    1    1  6.671567 0.572447 SUCCESS  57
010011011    7    1    2    4    3    2    0    5 16.369571 0.037386 SUCCESS  58
010011111    2    1    4    1    3    3    6    1  9.402234 0.309508 SUCCESS  59
010100011    0    0    3    2    1    4    0    0 12.099801 0.146806 SUCCESS  60
010100111    4    3    3    1    0    2    1    2  5.698457 0.680967 SUCCESS  61
010101011    4    3    2    4    1    3    1    2  4.255341 0.833382 SUCCESS  62
010101111    2    2    2    4    2    3    2    4  2.623560 0.955720 SUCCESS  63
010110011    3    4    1    5    4    3    3    3  6.327337 0.610616 SUCCESS  64
010110111    1    5    0    2    2    1    0    2  9.746463 0.283274 SUCCESS  65
010111011    4    5    3    0    3    1    3    3  7.770453 0.456208 SUCCESS  66
010111111    4    3    2    2    4    1    3    3  3.533783 0.896552 SUCCESS  67
011000111    3    4    1    0    0    3    3    2  7.393125 0.494871 SUCCESS  68
011001111    2    0    2    3    1    4    2    1  5.635568 0.687978 SUCCESS  69
011010111    0    4    1    3    2    1    2    1  6.420015 0.600293 SUCCESS  70
011011111    3    2    3    0    1    3    5    7 15.522237 0.049752 SUCCESS  71
011101111    4    4    5    6    6    4    2    2 16.935564 0.030787 SUCCESS  72
011111111    2    4    1    3    4    2    3    4  4.444005 0.815009 SUCCESS  73
100000000    2    2    3    1    3    4    2    1  3.282230 0.915418 SUCCESS  74
100010000    3    1    3    0    5    3    5    2  9.465122 0.304589 SUCCESS  75
100100000    5    3    1    1    4    3    2    2  6.012897 0.645787 SUCCESS  76
100101000    2    2    3    1    1    1    2    3  3.093566 0.928349 SUCCESS  77
100110000    2    2    3    3    3    3    3    2  0.928892 0.998659 SUCCESS  78
100111000    5    1    4    1    3    2    2    1  6.734455 0.565535 SUCCESS  79
101000000    2    1    0    2    3    5    2    1  7.393125 0.494871 SUCCESS  80
101000100    1    2    1    4    3    3    3    4  4.318229 0.827331 SUCCESS  81
101001000    0    2    1    2    4    1    2    2  5.572680 0.694975 SUCCESS  82
101001100    1    4    0    2    4    3    3    5  8.617787 0.375557 SUCCESS  83
101010000    1    3    3    3    4    3    3    2  2.686448 0.952469 SUCCESS  84
101010100    1    3    1    5    1    1    1    2  7.330237 0.501457 SUCCESS  85
101011000    2    4    3    2    3    4    4    2  3.659559 0.886460 SUCCESS  86
101011100    5    4    4    3    2    0    3    2  7.833341 0.449917 SUCCESS  87
101100000    3    2    4    6    3    4    4    4  9.968226 0.267263 SUCCESS  88
101100100    3    2    3    5    0    2    0    5 11.034014 0.199779 SUCCESS  89
101101000    2    3    1    6    3    2    3    0  9.339345 0.314483 SUCCESS  90
101101100    0    1    1    2    1    3    1    3  6.294238 0.614310 SUCCESS  91
101110000    1    4    1    1    2    2    2    5  6.671567 0.572447 SUCCESS  92
101110100    2    5    1    1    1    2    1    3  6.545791 0.586333 SUCCESS  93
101111000    1    1    4    3    4    2    1    2  4.976899 0.760042 SUCCESS  94
101111100    0    4    1    3    2    3    2    4  5.887121 0.659874 SUCCESS  95
110000000    1    3    3    2    2    2    4    2  2.497784 0.961834 SUCCESS  96
110000010    0    3    5    5    3    3    3    3  8.806452 0.358886 SUCCESS  97
110000100    2    3    3    0    1    4    3    1  5.761345 0.673945 SUCCESS  98
110001000    3    1    6    0    3    2    3    2  9.339345 0.314483 SUCCESS  99
110001010    2    1    3    4    1    3    2    1  4.066676 0.851058 SUCCESS 100
110010000    8    4    0    1    3    3    2    4 18.974461 0.014997 SUCCESS 101
110010010    5    3    7    4    4    4    0    3 17.594234 0.024483 SUCCESS 102
110010100    4    4    1    0    2    2    2    2  5.761345 0.673945 SUCCESS 103
110011000    3    4    4    5    1    4    4    2  8.084894 0.425222 SUCCESS 104
110011010    1    0    0    1    7    0    1    2 19.004251 0.014837 SUCCESS 105
110100000    2    1    2    4    3    2    2    2  2.434896 0.964698 SUCCESS 106
110100010    1    3    2    3    2    6    0    3  9.339345 0.314483 SUCCESS 107
110100100    3    3    1    2    2    0    1    1  5.509792 0.701955 SUCCESS 108
110101000    1    4    3    4    3    4    2    2  4.444005 0.815009 SUCCESS 109
110101010    1    4    1    5    2    1    0    3  9.150681 0.329745 SUCCESS 110
110101100    1    3    1    3    3    4    2    1  4.129564 0.845248 SUCCESS 111
110110000    2    1    2    6    2    4    3    4  8.743564 0.364388 SUCCESS 112
110110010    3    2    2    4    0    2    1    4  5.824233 0.666913 SUCCESS 113
110110100    1    1    1    4    5    2    1    0  9.872239 0.274108 SUCCESS 114
110111000    1    5    0    0    3    2    2    5 11.755572 0.162447 SUCCESS 115
110111010    2    2    2    2    1    0    2    5  6.545791 0.586333 SUCCESS 116
110111100    2    4    3    2    1    3    1    1  4.066676 0.851058 SUCCESS 117
111000000    3    5    4    4    4    3    2    3  6.453114 0.596613 SUCCESS 118
111000010    3    3    1    1    0    5    2    2  7.456013 0.488323 SUCCESS 119
111000100    3    1    2    2    4    2    5    2  5.165563 0.739743 SUCCESS 120
111000110    2    4    0    1    3    2    1    0  8.051795 0.428427 SUCCESS 121
111001000    8    4    1    4    4    2    2    3 17.468457 0.025584 SUCCESS 122
111001010    4    4    1    0    1    2    2    1  7.330237 0.501457 SUCCESS 123
111001100    2    2    5    5    0    5    2    3 11.285566 0.186038 SUCCESS 124
111010000    3    3    3    1    4    2    5    1  6.075785 0.638743 SUCCESS 125
111010010    3    3    2    2    0    1    1    4  5.698457 0.680967 SUCCESS 126
111010100    1    2    3    1    2    5    3    3  5.102675 0.746548 SUCCESS 127
111010110    0    2    1    4    3    3    3    1  5.761345 0.673945 SUCCESS 128
111011000    3    1    2    4    1    3    4    5  6.986007 0.538143 SUCCESS 129
111011010    1    4    1    5    3    1    0    2  9.150681 0.329745 SUCCESS 130
111011100    4    3    1    1    1    1    1    5  8.303347 0.404413 SUCCESS 131
111100000    2    4    6    3    3    0    2    3  9.528010 0.299727 SUCCESS 132
111100010    2    0    2    3    3    1    5    1  7.456013 0.488323 SUCCESS 133
111100100    5    2    3    4    6    5    2    2 12.447341 0.132333 SUCCESS 134
111100110    1    1    2    3    2    3    1    5  5.824233 0.666913 SUCCESS 135
111101000    3    1    3    2    2    2    3    2  1.587562 0.991157 SUCCESS 136
111101010    1    2    2    5    3    5    2    3  6.986007 0.538143 SUCCESS 137
111101100    1    1    3    1    2    3    2    2  3.093566 0.928349 SUCCESS 138
111101110    4    2    2    0    1    2    1    5  8.303347 0.404413 SUCCESS 139
111110000    1    4    4    2    1    4    2    2  5.102675 0.746548 SUCCESS 140
111110010    3    2    1    0    7    1    4    5 17.154017 0.028545 SUCCESS 141
111110100    6    1    0    2    1    1    4    4 12.665794 0.123878 SUCCESS 142
111110110    1    1    2    3    2    1    2    1  3.815124 0.873406 SUCCESS 143
111111000    1    3    3    1    2    3    4    2  3.345118 0.910872 SUCCESS 144
111111010    1    2    1    3    3    2    3    1  3.156454 0.924159 SUCCESS 145
111111100    2    5    3    1    6    3    0    3 12.070012 0.148107 SUCCESS 146
111111110    2    4    1    3    4    2    3    4  4.444005 0.815009 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    3    1    5    1    1    2    1    2  6.545791 0.586333 SUCCESS   0
000000011    3    3    4    3    3    4    3    1  3.659559 0.886460 SUCCESS   1
000000101    4    3    1    2    1    3    1    6  9.402234 0.309508 SUCCESS   2
000000111    6    4    3    4    3    2    5    1 11.537118 0.173082 SUCCESS   3
000001001    3    1    3    3    1    3    2    1  3.219342 0.919848 SUCCESS   4
000001011    4    0    0    3    3    2    1    4  8.303347 0.404413 SUCCESS   5
000001101    1    1    3    2    3    2    1    1  3.878012 0.867958 SUCCESS   6
000001111    4    4    4    3    3    4    4    0  8.022006 0.431323 SUCCESS   7
000010001    3    3    2    3    1    2    3    4  2.623560 0.955720 SUCCESS   8
000010011    2    5    3    6    1    4    1    1 12.070012 0.148107 SUCCESS   9
000010101    1    6    2    1    7    3    2    5 19.100238 0.014333 SUCCESS  10
000010111    1    3    3    0    4    2    3    2  4.976899 0.760042 SUCCESS  11
000011001    3    3    3    3    2    5    2    1  4.381117 0.821206 SUCCESS  12
000011011    3    4    2    3    2    3    2    0  4.192453 0.839356 SUCCESS  13
000011101    4    2    2    4    3    0    1    1  6.608679 0.579380 SUCCESS  14
000011111    5    2    2    6    2    2    2    0 11.096902 0.196269 SUCCESS  15
000100011    3    1    1    2    2    2    1    3  3.093566 0.928349 SUCCESS  16
000100101    2    2    5    2    3    2    4    6  9.716674 0.285477 SUCCESS  17
000100111    1    4    0    2    0    3    0    1 10.468021 0.233700 SUCCESS  18
000101001    3    2    1    1    2    0    1    2  5.446904 0.708915 SUCCESS  19
000101011    2    3    3    4    5    0    3    2  6.923119 0.544950 SUCCESS  20
000101101    5    0    1    4    4    4    3    3  9.590898 0.294921 SUCCESS  21
000101111    4    2    3    0    1    1    3    2  5.698457 0.680967 SUCCESS  22
000110011    2    1    2    3    2    2    1    0  4.662458 0.792968 SUCCESS  23
000110101    1    2    1    2    4    1    2    3  4.003788 0.856782 SUCCESS  24
000110111    3    4    1    0    1    2    1    0  8.836241 0.356298 SUCCESS  25
000111001    5    2    1    3    1    1    2    4  6.734455 0.565535 SUCCESS  26
000111011    4    2    1    4    2    1    0    3  6.608679 0.579380 SUCCESS  27
000111101    4    3    4    0    1    8    3    3 19.037349 0.014661 SUCCESS  28
000111111    5    3    3    3    1    3    3    1  5.228451 0.732903 SUCCESS  29
001000011    4    5    1    4    0    2    1    3  9.339345 0.314483 SUCCESS  30
001000101    2    3    1    2    0    3    3    0  6.420015 0.600293 SUCCESS  31
001000111    4    2    1    0    1    4    1    3  7.393125 0.494871 SUCCESS  32
001001011    2    1    3    1    6    3    5    4 11.348454 0.182726 SUCCESS  33
001001101    2    1    3    4    1    1    2    1  4.788234 0.779952 SUCCESS  34
001001111    1    2    1    0    1    5    2    1  8.899129 0.350877 SUCCESS  35
001010011    3    2    2    4    2    0    0    3  6.545791 0.586333 SUCCESS  36
001010101    1    3    4    3    4    1    2    6  9.590898 0.294921 SUCCESS  37
001010111    2    3    2    1    3    0    4    4  5.887121 0.659874 SUCCESS  38
001011011    5    3    3    5    4    3    2    3  7.300448 0.504591 SUCCESS  39
001011101    0    2    2    3    2    1    9    1 22.896692 0.003499 FAILURE  40
001011111    3    2    4    0    2    3    6    3  9.528010 0.299727 SUCCESS  41
001100101    3    5    3    5    1    5    4    3 10.752672 0.216111 SUCCESS  42
001100111    2    2    4    2    2    3    4    1  3.408006 0.906211 SUCCESS  43
001101011    4    1    2    2    2    3    2    3  2.497784 0.961834 SUCCESS  44
001101101    3    1    3    2    3    3    2    1  2.434896 0.964698 SUCCESS  45
001101111    3    1    2    2    2    2    0    0  6.294238 0.614310 SUCCESS  46
001110101    4    0    4    0    3    4    3    3  8.554899 0.381222 SUCCESS  47
001110111    2    1    2    5    2    2    2    2  4.129564 0.845248 SUCCESS  48
001111011    3    1    6    1    0    2    2    3 10.060903 0.260777 SUCCESS  49
001111101    1    2    0    5    3    5    1    1 10.908238 0.206953 SUCCESS  50
001111111    6    3    5    4    3    3    1    1 11.411342 0.179463 SUCCESS  51
010000011    2    3    3    3    2    3    1    1  2.434896 0.964698 SUCCESS  52
010000111    4    2    1    3    0    0    1    3  8.114683 0.422349 SUCCESS  53
010001011    5    2    1    1    2    4    2    1  6.671567 0.572447 SUCCESS  54
010001111    2    3    1    1    0    4    5    2  8.366235 0.398537 SUCCESS  55
010010011    2    4    3    1    3    2    5    3  5.291339 0.726032 SUCCESS  56
010010111    2    2    2    1    7    2    6    3 15.585125 0.048718 SUCCESS  57
010011011    2    2    4    5    5    3    2    0  9.528010 0.299727 SUCCESS  58
010011111    1    2    2    3    2    2    1    1  3.030678 0.932418 SUCCESS  59
010100011    1    3    1    3    3    2    5    6 10.438232 0.235604 SUCCESS  60
010100111    1    1    2    3    1    1    0    4  7.204461 0.514742 SUCCESS  61
010101011    2    3    2    1    1    1    3    6  8.429123 0.392713 SUCCESS  62
010101111    1    2    2    1    3    0    4    3  5.698457 0.680967 SUCCESS  63
010110011    2    2    2    2    3    4    1    4  3.408006 0.906211 SUCCESS  64
010110111    2    3    2    5    3    2    3    1  4.318229 0.827331 SUCCESS  65
010111011    1    1    1    2    2    4    9    1 22.959580 0.003417 FAILURE  66
010111111    4    2    3    0    2    1    4    4  6.797343 0.558648 SUCCESS  67
011000111    3    4    1    2    1    1    2    9 22.238022 0.004493 FAILURE  68
011001111    1    1    4    3    3    3    1    3  4.192453 0.839356 SUCCESS  69
011010111    2    2    4    1    2    2    2    2  2.372008 0.967432 SUCCESS  70
011011111    2    2    3    3    3    5    2    1  4.318229 0.827331 SUCCESS  71
011101111    2    3    3    1    1    3    2    2  2.372008 0.967432 SUCCESS  72
011111111    5    4    1    2    3    2    2    2  5.165563 0.739743 SUCCESS  73
100000000    3    1    5    1    1    2    1    2  6.545791 0.586333 SUCCESS  74
